user_id,item_id,timestamp,genre,user_count
14,1225,978201317,Drama,13
14,2396,978201003,Comedy Romance,13
23,1249,978459672,Thriller,129
23,648,978460739,Action Adventure Mystery,129
23,2628,978464461,Action Adventure Fantasy Sci-Fi,129
23,3793,978460385,Action Sci-Fi,129
23,2054,978461513,Adventure Children's Comedy Fantasy Sci-Fi,129
23,720,978463614,Animation,129
23,2997,978465153,Comedy,129
23,1258,993706407,Horror,129
23,3505,978466309,Thriller,129
23,3435,978462195,Crime Film-Noir,129
23,589,978463892,Action Sci-Fi Thriller,129
23,1690,978464728,Action Horror Sci-Fi,129
23,3000,978459672,Action Adventure Animation,129
23,1,978463614,Animation Children's Comedy,129
23,2064,978463137,Comedy Documentary,129
23,1265,978465212,Comedy Romance,129
23,3510,978466366,Drama Thriller,129
23,1267,978465796,Film-Noir Thriller,129
23,1196,978463892,Action Adventure Drama Sci-Fi War,129
23,2712,993706558,Drama,129
23,2640,978464267,Action Adventure Sci-Fi,129
23,1912,978462554,Action Crime Romance,129
23,593,978133468,Drama Thriller,129
23,3952,978461000,Drama Thriller,129
23,2148,993706741,Comedy Horror,129
23,674,978464842,Adventure Sci-Fi,129
23,3527,978464076,Action Sci-Fi Thriller,129
23,2726,978462195,Crime Film-Noir,129
23,2657,978460576,Comedy Horror Musical Sci-Fi,129
23,1356,978464367,Action Adventure Sci-Fi,129
23,750,978463892,Sci-Fi War,129
23,2599,978465404,Comedy,129
23,3104,978462555,Action Adventure Comedy Crime,129
23,1500,978462640,Comedy Crime,129
23,3032,978464645,Sci-Fi,129
23,3108,978465537,Comedy Drama Romance,129
23,2160,978460152,Horror Thriller,129
23,3471,978463956,Drama Sci-Fi,129
23,260,978461308,Action Adventure Fantasy Sci-Fi,129
23,2311,978464598,Mystery Sci-Fi,129
23,16,978466309,Drama Thriller,129
23,196,978133428,Horror Sci-Fi,129
23,1517,978465504,Comedy,129
23,911,978466366,Comedy Mystery Romance Thriller,129
23,198,978464367,Action Crime Sci-Fi,129
23,2174,978461410,Comedy Fantasy,129
23,1376,978464267,Action Adventure Sci-Fi,129
23,1953,978462275,Action Crime Drama Thriller,129
23,1958,993706513,Comedy Drama,129
23,21,978465404,Action Comedy Drama,129
23,3052,993706558,Comedy,129
23,1527,978464211,Action Sci-Fi,129
23,3700,978464211,Drama Sci-Fi,129
23,780,978464541,Action Sci-Fi War,129
23,2901,978464211,Horror Sci-Fi,129
23,858,978462095,Action Crime Drama,129
23,2762,978465744,Thriller,129
23,3638,978464842,Action Romance Sci-Fi,129
23,2692,978462195,Action Crime Romance,129
23,1965,978464076,Comedy Sci-Fi,129
23,32,978464112,Drama Sci-Fi,129
23,39,978465404,Comedy Romance,129
23,1396,978464461,Crime Drama Sci-Fi,129
23,866,978462330,Crime Drama Romance Thriller,129
23,2916,978464019,Action Adventure Sci-Fi Thriller,129
23,2917,978462452,Crime Thriller,129
23,3576,978464076,Action Horror Sci-Fi,129
23,1036,978465796,Action Thriller,129
23,3578,978459882,Action Drama,129
23,45,978465504,Comedy Drama,129
23,296,978462095,Crime Drama,129
23,2858,978459672,Comedy Drama,129
23,50,978462095,Crime Thriller,129
23,52,978465537,Comedy,129
23,377,978466309,Action Romance Thriller,129
23,1625,978466204,Mystery Thriller,129
23,2289,978465212,Comedy Drama,129
23,3809,978465462,Comedy,129
23,1127,978464112,Action Adventure Sci-Fi Thriller,129
23,1129,978464367,Action Adventure Sci-Fi Thriller,129
23,1994,978466115,Horror Thriller,129
23,2797,978461410,Comedy Fantasy,129
23,2000,978462735,Action Comedy Crime Drama,129
23,3740,993706593,Action Comedy,129
23,1204,993706407,Adventure War,129
23,968,978464267,Horror Sci-Fi,129
23,2009,978464645,Sci-Fi Thriller,129
23,2948,978460152,Action,129
23,608,978462095,Crime Drama Thriller,129
23,70,978460739,Action Comedy Crime Horror Thriller,129
23,1573,978464367,Action Sci-Fi Thriller,129
23,2011,978464541,Comedy Sci-Fi,129
23,2012,978464728,Comedy Sci-Fi Western,129
23,1215,978464112,Action Adventure Comedy Horror Sci-Fi,129
23,610,978464267,Action Adventure Animation Horror Sci-Fi,129
23,1218,978465744,Action Thriller,129
23,1073,978461308,Adventure Children's Comedy Fantasy,129
23,541,978464019,Film-Noir Sci-Fi,129
23,1077,978464019,Comedy Sci-Fi,129
23,2527,978464267,Action Sci-Fi Thriller Western,129
23,2454,978464367,Horror Sci-Fi,129
23,2528,978464598,Action Adventure Sci-Fi,129
23,2455,978464112,Horror Sci-Fi,129
23,1580,978464211,Action Adventure Comedy Sci-Fi,129
23,1221,978462095,Action Crime Drama,129
23,1222,993706407,Action Drama War,129
23,1223,978463614,Animation Comedy,129
23,2968,978461410,Adventure Fantasy Sci-Fi,129
23,3698,978464728,Action Adventure Sci-Fi,129
23,551,978460385,Children's Comedy Musical,129
23,3699,978464019,Adventure Drama Romance Sci-Fi,129
23,2600,978464461,Action Sci-Fi Thriller,129
23,480,978464019,Action Adventure Sci-Fi,129
23,1089,978462330,Crime Thriller,129
23,3265,978462275,Action Crime,129
23,2395,978465505,Comedy,129
23,2100,978461410,Comedy Fantasy Romance,129
23,3770,978464541,Adventure Crime Sci-Fi Thriller,129
23,2108,978465537,Comedy Romance,129
23,1306,978464598,Drama Sci-Fi,129
23,1234,978462275,Comedy Crime,129
23,1097,978461308,Children's Drama Fantasy Sci-Fi,129
23,493,978462452,Action Crime Drama,129
23,2542,978462735,Comedy Crime Thriller,129
23,2617,993706741,Action Adventure Horror Thriller,129
23,1748,978464076,Film-Noir Sci-Fi Thriller,129
23,1240,978463893,Action Sci-Fi Thriller,129
23,3786,978460479,Comedy,129
23,2985,978462640,Action Crime Sci-Fi,129
33,2550,978109889,Horror Thriller,200
33,2554,978985564,Horror Sci-Fi Thriller,200
33,2991,978559073,Action,200
33,1253,978982834,Drama Sci-Fi,200
33,2993,978985549,Action,200
33,1258,978558041,Horror,200
33,1259,978108756,Adventure Comedy Drama,200
33,581,978982758,Documentary,200
33,3505,978983174,Thriller,200
33,1189,978982362,Documentary,200
33,3507,978985173,Comedy,200
33,3435,978558041,Crime Film-Noir,200
33,3362,978108516,Comedy Crime Drama,200
33,2633,978108992,Horror Romance,200
33,3363,978983220,Comedy Drama,200
33,586,978983558,Children's Comedy,200
33,3364,978982738,Crime Film-Noir,200
33,1834,978985055,Drama Thriller,200
33,589,978558041,Action Sci-Fi Thriller,200
33,2565,978558758,Musical,200
33,150,978558301,Drama,200
33,2206,978109468,Mystery Thriller,200
33,1333,978558219,Horror,200
33,1263,978108825,Drama War,200
33,1339,978985700,Horror Romance,200
33,1266,978109054,Western,200
33,1193,978557765,Drama,200
33,1269,978108695,Comedy Mystery Thriller,200
33,1196,978108182,Action Adventure Drama Sci-Fi War,200
33,1198,978108245,Action Adventure,200
33,2640,978985142,Action Adventure Sci-Fi,200
33,592,978109639,Action Adventure Crime Drama,200
33,593,978108216,Drama Thriller,200
33,2716,978558990,Comedy Horror,200
33,2644,978109007,Horror,200
33,2646,978110075,Horror,200
33,2647,978110075,Horror,200
33,2648,978558650,Horror,200
33,2649,978110075,Horror,200
33,1340,978110466,Horror,200
33,2070,978109534,Drama,200
33,3019,978983126,Crime Drama,200
33,2071,978110296,Drama,200
33,1343,978558758,Thriller,200
33,1270,978558097,Comedy Sci-Fi,200
33,1344,978109513,Film-Noir Thriller,200
33,1272,978982999,Drama War,200
33,2650,978558041,Horror,200
33,3527,978558008,Action Sci-Fi Thriller,200
33,678,978108639,Drama Thriller,200
33,3386,978110004,Drama Mystery,200
33,1784,978558241,Comedy Drama,200
33,318,978108216,Drama,200
33,1356,978109737,Action Adventure Sci-Fi,200
33,2159,978109367,Crime Horror,200
33,1357,978109488,Drama Romance,200
33,1358,978982693,Drama Thriller,200
33,3608,978983108,Comedy,200
33,2661,978109215,Sci-Fi,200
33,2662,978110313,Action Sci-Fi War,200
33,2664,978558395,Horror Sci-Fi,200
33,1792,978110411,Action Thriller,200
33,3101,978107833,Thriller,200
33,3102,978109760,Thriller,200
33,3105,978983457,Drama,200
33,2160,978558357,Horror Thriller,200
33,903,978108516,Mystery Thriller,200
33,1291,978109294,Action Adventure,200
33,904,978108299,Mystery Thriller,200
33,908,978108540,Drama Thriller,200
33,3471,978557989,Drama Sci-Fi,200
33,3546,978559204,Drama Thriller,200
33,260,978108571,Action Adventure Fantasy Sci-Fi,200
33,3110,978982170,Drama,200
33,2313,978109621,Drama,200
33,1517,978109931,Comedy,200
33,1372,978110174,Action Adventure Sci-Fi,200
33,1374,978558357,Action Adventure Sci-Fi,200
33,914,978108939,Musical Romance,200
33,2178,978558063,Thriller,200
33,919,978108416,Adventure Children's Drama Musical,200
33,3552,978108880,Comedy,200
33,1953,978108775,Action Crime Drama Thriller,200
33,1955,978558301,Drama,200
33,1956,978108794,Drama,200
33,1019,978110366,Adventure Children's Fantasy Sci-Fi,200
33,1885,978559260,Comedy Drama,200
33,345,978109849,Comedy Drama,200
33,349,978558808,Action Adventure Thriller,200
33,2183,978558122,Thriller,200
33,924,978108695,Drama Mystery Sci-Fi Thriller,200
33,1387,978108540,Action Horror,200
33,3635,978109782,Action,200
33,858,978108245,Action Crime Drama,200
33,2762,978108740,Thriller,200
33,1961,978108914,Drama,200
33,3639,978559138,Action,200
33,1028,978559122,Children's Comedy Musical,200
33,3498,978557914,Drama,200
33,3499,978109591,Horror,200
33,3204,978983262,Thriller,200
33,36,978985021,Drama,200
33,930,978108571,Film-Noir Romance Thriller,200
33,3068,978108416,Drama,200
33,931,978983054,Mystery Romance Thriller,200
33,2194,978109272,Action Crime Drama,200
33,2268,978558650,Crime Drama,200
33,1101,978110149,Action Romance,200
33,1103,978558758,Drama,200
33,2916,978109782,Action Adventure Sci-Fi Thriller,200
33,1035,978109398,Musical,200
33,431,978109054,Crime Drama,200
33,508,978109833,Drama,200
33,1610,978558546,Action Thriller,200
33,3072,978109231,Comedy,200
33,47,978558462,Crime Thriller,200
33,3147,978558182,Drama Thriller,200
33,949,978982566,Drama,200
33,2852,978109674,Drama,200
33,1982,978559073,Horror,200
33,2858,978108299,Comedy Drama,200
33,377,978109468,Action Romance Thriller,200
33,2353,978109798,Action Thriller,200
33,2288,978982758,Action Horror Sci-Fi Thriller,200
33,953,978557973,Drama,200
33,3735,978108516,Crime Drama,200
33,2791,978108670,Comedy,200
33,1125,978110427,Comedy,200
33,1127,978109413,Action Adventure Sci-Fi Thriller,200
33,2795,978558241,Comedy,200
33,1994,978109639,Horror Thriller,200
33,3230,978110411,Thriller,200
33,1997,978108416,Horror,200
33,454,978110004,Drama Thriller,200
33,1635,978983331,Drama,200
33,2000,978982906,Action Comedy Crime Drama,200
33,2001,978109889,Action Comedy Crime Drama,200
33,1200,978558041,Action Sci-Fi Thriller War,200
33,1201,978982509,Action Western,200
33,2941,978558792,Musical Romance War,200
33,1130,978110313,Horror,200
33,2944,978108808,Action War,200
33,2871,978557914,Adventure Thriller,200
33,969,978109271,Action Adventure Romance War,200
33,1206,978109054,Sci-Fi,200
33,2009,978110616,Sci-Fi Thriller,200
33,1207,978982541,Drama,200
33,1061,978983262,Crime Drama,200
33,2947,978558357,Action,200
33,1208,978108825,Drama War,200
33,2948,978558200,Action,200
33,1136,978108460,Comedy,200
33,608,978108216,Crime Drama Thriller,200
33,3244,978110380,Comedy Romance,200
33,2010,978108571,Sci-Fi,200
33,1210,978108058,Action Adventure Romance Sci-Fi War,200
33,3827,978110486,Action Sci-Fi,200
33,1213,978108587,Crime Drama,200
33,3682,978108655,Western,200
33,1214,978108695,Action Horror Sci-Fi Thriller,200
33,1219,978108571,Horror Thriller,200
33,1079,978109688,Comedy,200
33,474,978983383,Action Thriller,200
33,1721,978109979,Drama Romance,200
33,3256,978109709,Action Thriller,200
33,2455,978109674,Horror Sci-Fi,200
33,2529,978109166,Action Sci-Fi,200
33,111,978108437,Drama Thriller,200
33,1729,978985622,Crime Drama,200
33,1584,978558828,Drama Sci-Fi,200
33,1221,978557713,Action Crime Drama,200
33,3836,978983205,Action Comedy War,200
33,1222,978558200,Action Drama War,200
33,1225,978108182,Drama,200
33,1084,978983262,Crime Drama,200
33,1086,978109513,Mystery Thriller,200
33,480,978110026,Action Adventure Sci-Fi,200
33,555,978558828,Action Crime Romance,200
33,1089,978559044,Crime Thriller,200
33,2391,978109863,Crime Thriller,200
33,2467,978983516,Mystery,200
33,1300,978557952,Drama,200
33,1301,978982867,Sci-Fi,200
33,3844,978110149,Drama,200
33,2109,978985430,Comedy,200
33,1234,978982541,Comedy Crime,200
33,1092,978109382,Mystery Thriller,200
33,1094,978109271,Drama Romance War,200
33,1096,978110486,Drama,200
33,3340,978108740,Horror Sci-Fi,200
33,1097,978982390,Children's Drama Fantasy Sci-Fi,200
33,2612,978982608,Drama,200
33,3271,978109833,Drama,200
33,3418,978109945,Action Drama,200
33,1674,978109166,Drama Romance Thriller,200
33,2115,978109760,Action Adventure,200
33,1240,978108794,Action Sci-Fi Thriller,200
33,2118,978558596,Horror Thriller,200
33,2983,978983205,Thriller,200
33,1246,978558517,Drama,200
41,2628,978039339,Action Adventure Fantasy Sci-Fi,14
41,1688,978039433,Animation Children's Musical,14
41,2067,978039226,Drama Romance War,14
41,2710,978040031,Horror,14
41,1196,978039417,Action Adventure Drama Sci-Fi War,14
41,2719,978041069,Horror Thriller,14
41,671,978039548,Comedy Sci-Fi,14
41,260,978039339,Action Adventure Fantasy Sci-Fi,14
41,2762,978041394,Thriller,14
41,531,978039027,Children's Drama,14
41,1643,978041582,Drama Romance,14
41,1210,978039366,Action Adventure Romance Sci-Fi War,14
41,1721,978039260,Drama Romance,14
41,1658,978039467,Romance Thriller,14
43,3793,978026614,Action Sci-Fi,20
43,2997,978026432,Comedy,20
43,2706,978026393,Comedy,20
43,2707,978026410,Thriller,20
43,3298,978026432,Drama,20
43,1197,978026345,Action Adventure Comedy Romance,20
43,2581,978026543,Comedy Romance,20
43,2599,978026483,Comedy,20
43,830,978026345,Comedy,20
43,3114,978026605,Animation Children's Comedy,20
43,2762,978026580,Thriller,20
43,356,978026305,Comedy Romance War,20
43,2858,978026708,Comedy Drama,20
43,2369,978026460,Comedy Romance,20
43,2371,978026321,Comedy,20
43,2961,978026591,Comedy Drama,20
43,2605,978026483,Crime Thriller,20
43,2394,978026561,Animation Musical,20
43,2396,978026580,Comedy Romance,20
43,1307,978026321,Comedy Romance,20
53,2987,977949703,Adventure Animation Film-Noir,536
53,1248,977952986,Crime Film-Noir Thriller,536
53,1175,977975954,Comedy Sci-Fi,536
53,1249,977972926,Thriller,536
53,1177,977986413,Drama,536
53,571,977985234,Drama,536
53,1179,977981259,Crime Drama Film-Noir,536
53,718,977976093,Comedy Sci-Fi,536
53,3930,977980245,Horror,536
53,3932,977975993,Horror Sci-Fi,536
53,1320,977975068,Action Horror Sci-Fi Thriller,536
53,1321,977980183,Horror,536
53,3793,977949703,Action Sci-Fi,536
53,2054,977976717,Adventure Children's Comedy Fantasy Sci-Fi,536
53,1184,977950419,Comedy War,536
53,724,977980896,Drama Horror,536
53,2997,977948890,Comedy,536
53,1258,977980051,Horror,536
53,1259,977983143,Adventure Comedy Drama,536
53,1186,977983335,Drama,536
53,581,977990888,Documentary,536
53,587,977974136,Comedy Romance Thriller,536
53,588,977979726,Animation Children's Comedy Musical,536
53,589,977953928,Action Sci-Fi Thriller,536
53,2,977981548,Adventure Children's Fantasy,536
53,3004,977948848,Comedy Romance,536
53,1333,977980114,Horror,536
53,1407,977974218,Horror Thriller,536
53,1334,977976596,Horror Sci-Fi,536
53,1261,977980624,Action Adventure Comedy Horror,536
53,1408,977950419,Action Romance War,536
53,2138,977981423,Animation Children's Drama Fantasy,536
53,1190,977986365,Drama,536
53,1339,977980504,Horror Romance,536
53,1266,977949804,Western,536
53,1193,977946400,Drama,536
53,661,977979726,Animation Children's Musical,536
53,1268,977985605,Drama,536
53,735,977980147,Comedy Horror,536
53,1196,977950042,Action Adventure Drama Sci-Fi War,536
53,590,977949861,Adventure Drama Western,536
53,736,977975420,Action Adventure Romance Thriller,536
53,1199,977976020,Sci-Fi,536
53,592,977984657,Action Adventure Crime Drama,536
53,593,977952986,Drama Thriller,536
53,594,977979520,Animation Children's Musical,536
53,2140,977976093,Children's Fantasy Sci-Fi,536
53,3018,977980283,Horror,536
53,2143,977981548,Adventure Fantasy Romance,536
53,1343,977973857,Thriller,536
53,1270,977976020,Comedy Sci-Fi,536
53,1271,977985532,Drama,536
53,1345,977980183,Horror,536
53,1272,977982718,Drama War,536
53,2148,977980579,Comedy Horror,536
53,1347,977980283,Horror,536
53,1274,977953928,Adventure Animation Sci-Fi Thriller,536
53,741,977975993,Animation Sci-Fi,536
53,2078,977979726,Animation Children's Comedy Musical,536
53,1277,977983091,Action Drama Romance,536
53,1278,977980114,Comedy Horror,536
53,1279,977984721,Comedy Drama,536
53,745,977952986,Animation Comedy Thriller,536
53,674,977976676,Adventure Sci-Fi,536
53,1350,977980147,Horror,536
53,2080,977979551,Animation Children's Comedy Musical Romance,536
53,2154,977988255,Drama Romance,536
53,2081,977979726,Animation Children's Comedy Musical Romance,536
53,1425,977946400,Comedy,536
53,1280,977982675,Drama,536
53,1282,977979551,Animation Children's Musical,536
53,3897,977981899,Comedy Drama,536
53,1356,977976185,Action Adventure Sci-Fi,536
53,1357,977984231,Drama Romance,536
53,2087,977979589,Animation Children's Fantasy Musical,536
53,2088,977979943,Adventure Comedy Musical,536
53,829,977979943,Comedy Musical,536
53,3100,977983198,Drama,536
53,3030,977981973,Comedy Drama Western,536
53,3032,977976353,Sci-Fi,536
53,3033,977977571,Comedy Sci-Fi,536
53,2232,977976467,Sci-Fi Thriller,536
53,2161,977981423,Adventure Children's Fantasy,536
53,901,977979906,Comedy Musical,536
53,2091,977976717,Children's Sci-Fi,536
53,902,977946355,Drama Romance,536
53,2165,977985930,Drama,536
53,1290,977986492,Drama Romance,536
53,903,977953928,Mystery Thriller,536
53,904,977953833,Mystery Thriller,536
53,2167,977980540,Action Adventure Horror,536
53,2094,977976676,Action Adventure Sci-Fi,536
53,1365,977985605,Drama,536
53,832,977974188,Drama Thriller,536
53,2096,977979589,Animation Children's Musical,536
53,1294,977950042,Comedy War,536
53,1295,977983143,Drama,536
53,1296,977982675,Drama Romance,536
53,764,977985174,Drama Romance,536
53,1299,977950075,Drama War,536
53,838,977985703,Comedy Drama Romance,536
53,766,977984518,Drama,536
53,697,977987497,Drama Romance,536
53,2311,977976632,Mystery Sci-Fi,536
53,3114,977949668,Animation Children's Comedy,536
53,2313,977983335,Drama,536
53,3044,977973728,Mystery Romance Thriller,536
53,1513,977949561,Comedy,536
53,3045,977987999,Comedy Drama,536
53,1370,977974162,Action Thriller,536
53,1371,977977489,Action Adventure Sci-Fi,536
53,2174,977981423,Comedy Fantasy,536
53,912,977950042,Drama Romance War,536
53,2248,977982905,Comedy Drama Romance,536
53,913,977949368,Film-Noir Mystery,536
53,1374,977976020,Action Adventure Sci-Fi,536
53,914,977979589,Musical Romance,536
53,2178,977973728,Thriller,536
53,919,977979520,Adventure Children's Drama Musical,536
53,846,977984495,Drama,536
53,2322,977950548,Action Adventure Sci-Fi Thriller War,536
53,2324,977981936,Comedy Drama,536
53,1522,977988752,Drama,536
53,2252,977986413,Comedy Drama,536
53,2253,977981686,Action Comedy Fantasy,536
53,1380,977979846,Comedy Musical Romance,536
53,920,977982633,Drama Romance War,536
53,2183,977973828,Thriller,536
53,1527,977976353,Action Sci-Fi,536
53,922,977981184,Film-Noir,536
53,2186,977972897,Film-Noir Thriller,536
53,924,977953833,Drama Mystery Sci-Fi Thriller,536
53,1459,977974218,Mystery Thriller,536
53,1387,977980073,Action Horror,536
53,858,977981783,Action Crime Drama,536
53,3063,977975456,Thriller,536
53,2407,977976185,Comedy Sci-Fi,536
53,2336,977949103,Drama,536
53,1608,977974662,Action Thriller,536
53,3067,977984518,Comedy Drama,536
53,2193,977981548,Action Adventure Fantasy,536
53,1391,977950548,Action Comedy Sci-Fi War,536
53,2194,977984747,Action Crime Drama,536
53,1392,977984607,Comedy Drama,536
53,2268,977984765,Crime Drama,536
53,1466,977984409,Crime Drama,536
53,1393,977983143,Drama Romance,536
53,1395,977986084,Comedy Drama,536
53,1396,977976353,Crime Drama Sci-Fi,536
53,866,977973828,Crime Drama Romance Thriller,536
53,799,977980147,Comedy Horror,536
53,1610,977972961,Action Thriller,536
53,2413,977979428,Comedy Mystery,536
53,1611,977986238,Drama,536
53,2273,977974764,Action Thriller,536
53,1617,977953833,Crime Film-Noir Mystery Thriller,536
53,1619,977950489,Drama War,536
53,3078,977984409,Drama,536
53,2349,977974071,Comedy Thriller,536
53,2278,977972961,Action Crime Thriller,536
53,1476,977985703,Comedy Drama,536
53,1620,977986913,Crime Drama Thriller,536
53,1621,977986084,Drama,536
53,3153,977981548,Action Adventure Fantasy,536
53,2353,977974136,Action Thriller,536
53,1625,977973989,Mystery Thriller,536
53,2355,977948959,Animation Children's Comedy,536
53,1480,977974838,Action Drama Thriller,536
53,1554,977984747,Drama Romance,536
53,950,977978671,Mystery,536
53,2288,977974162,Action Horror Sci-Fi Thriller,536
53,1487,977979906,Drama Musical,536
53,953,977982905,Drama,536
53,2502,977949481,Comedy Romance,536
53,1701,977985663,Comedy Drama,536
53,3307,977981973,Comedy Drama Romance,536
53,1704,977982185,Drama,536
53,1633,977985081,Drama,536
53,3092,977981809,Drama,536
53,2363,977976093,Action Sci-Fi,536
53,2291,977983354,Drama Romance,536
53,1635,977984368,Drama,536
53,3095,977982579,Drama,536
53,2366,977980073,Action Adventure Horror,536
53,1639,977984328,Drama Romance,536
53,3098,977984657,Drama,536
53,2369,977949058,Comedy Romance,536
53,963,977979846,Musical,536
53,1498,977984439,Drama Romance,536
53,893,977987999,Drama,536
53,968,977949481,Horror Sci-Fi,536
53,969,977950202,Action Adventure Romance War,536
53,1711,977979428,Comedy Crime Drama Mystery,536
53,3246,977984657,Drama,536
53,2517,977980624,Horror,536
53,3174,977949368,Comedy Drama,536
53,100,977975029,Drama Thriller,536
53,3175,977949217,Adventure Comedy Sci-Fi,536
53,3249,977974764,Thriller,536
53,1573,977976596,Action Sci-Fi Thriller,536
53,3179,977948848,Drama,536
53,2377,977976632,Horror Sci-Fi,536
53,1648,977974218,Comedy Drama Thriller,536
53,3252,977984765,Drama,536
53,2450,977977947,Adventure Children's Sci-Fi,536
53,3326,977977522,Comedy Sci-Fi,536
53,3255,977985081,Comedy Drama,536
53,3256,977973857,Action Thriller,536
53,2455,977976185,Horror Sci-Fi,536
53,1653,977974071,Drama Sci-Fi Thriller,536
53,1580,977976467,Action Adventure Comedy Sci-Fi,536
53,2529,977976093,Action Sci-Fi,536
53,1729,977985081,Crime Drama,536
53,2459,977980829,Horror,536
53,1584,977976093,Drama Sci-Fi,536
53,1658,977975206,Romance Thriller,536
53,2389,977975656,Crime Horror Thriller,536
53,1589,977985930,Crime Drama Mystery,536
53,3260,977982752,Drama,536
53,2605,977949103,Crime Thriller,536
53,1732,977974238,Comedy Crime Mystery Thriller,536
53,3264,977980540,Comedy Horror,536
53,1660,977985746,Drama,536
53,3266,977984851,Action Comedy Crime Drama,536
53,1735,977985339,Drama Romance,536
53,3267,977973728,Action Thriller,536
53,3196,977950075,Drama War,536
53,2467,977978671,Mystery,536
53,2395,977949597,Comedy,536
53,123,977979375,Drama Mystery Romance,536
53,3198,977983143,Drama,536
53,2396,977949597,Comedy Romance,536
53,1597,977974764,Action Mystery Romance Thriller,536
53,994,977982783,Drama,536
53,1810,977985174,Drama,536
53,3342,977950236,Drama War,536
53,2613,977976632,Action Horror Sci-Fi,536
53,3270,977985746,Drama,536
53,2542,977973857,Comedy Crime Thriller,536
53,3418,977984409,Action Drama,536
53,1674,977972961,Drama Romance Thriller,536
53,1748,977973728,Film-Noir Sci-Fi Thriller,536
53,1678,977983143,Drama,536
53,3424,977984124,Comedy Drama,536
53,2628,977976632,Action Adventure Fantasy Sci-Fi,536
53,1680,977984657,Drama Romance,536
53,3285,977948890,Adventure Drama,536
53,1754,977974764,Action Mystery Thriller,536
53,1682,977984124,Drama,536
53,1686,977974838,Crime Thriller,536
53,1687,977975068,Action Thriller,536
53,148,977987826,Drama,536
53,3505,977973175,Thriller,536
53,2706,977948809,Comedy,536
53,3509,977985663,Drama,536
53,2490,977949481,Action Thriller,536
53,1836,977987956,Drama,536
53,1690,977976676,Action Horror Sci-Fi,536
53,2639,977985009,Drama,536
